event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
release,s,0.046,1750045351.45,,,,user1,s4
press,o,,1750045351.538,0.134,0.0,0.3837,user1,s4
release,o,0.054,1750045351.592,,,,user1,s4
press,o,,1750045351.667,0.13,0.0,0.3837,user1,s4
release,o,0.077,1750045351.745,,,,user1,s4
press,n,,1750045352.413,0.746,0.0,0.3837,user1,s4
release,n,0.063,1750045352.477,,,,user1,s4
press,Key.space,,1750045352.606,0.192,0.0,0.3837,user1,s4
release,Key.space,0.058,1750045352.664,,,,user1,s4
press,g,,1750045353.001,0.396,0.0,0.3837,user1,s4
release,g,0.076,1750045353.078,,,,user1,s4
press,o,,1750045353.18,0.178,0.0,0.3837,user1,s4
release,o,0.069,1750045353.249,,,,user1,s4
press,u,,1750045353.397,0.218,0.0,0.3837,user1,s4
release,u,0.061,1750045353.459,,,,user1,s4
press,n,,1750045353.941,0.543,0.0,0.3837,user1,s4
release,n,0.063,1750045354.004,,,,user1,s4
press,g,,1750045354.31,0.37,0.0,0.3837,user1,s4
release,g,0.041,1750045354.351,,,,user1,s4
press,Key.space,,1750045354.421,0.11,0.0,0.3837,user1,s4
release,Key.space,0.065,1750045354.485,,,,user1,s4
press,t,,1750045354.672,0.251,0.0,0.3837,user1,s4
release,t,0.055,1750045354.727,,,,user1,s4
press,o,,1750045354.94,0.268,0.0,0.3837,user1,s4
release,o,0.031,1750045354.97,,,,user1,s4
press,Key.space,,1750045355.121,0.182,0.0,0.3837,user1,s4
release,Key.space,0.055,1750045355.176,,,,user1,s4
press,b,,1750045355.308,0.187,0.0,0.3837,user1,s4
release,b,0.061,1750045355.369,,,,user1,s4
press,e,,1750045355.441,0.133,0.0,0.3837,user1,s4
release,e,0.069,1750045355.51,,,,user1,s4
press,Key.space,,1750045355.529,0.089,0.0,0.3837,user1,s4
release,Key.space,0.066,1750045355.595,,,,user1,s4
press,k,,1750045355.845,0.315,0.0,0.3837,user1,s4
release,k,0.032,1750045355.876,,,,user1,s4
press,a,,1750045356.159,0.315,0.0,0.3837,user1,s4
release,a,0.068,1750045356.227,,,,user1,s4
press,u,,1750045356.351,0.192,0.0,0.3837,user1,s4
release,u,0.037,1750045356.388,,,,user1,s4
press,n,,1750045356.56,0.209,0.0,0.3837,user1,s4
release,n,0.027,1750045356.587,,,,user1,s4
press,c,,1750045356.901,0.341,0.0,0.3837,user1,s4
release,c,0.072,1750045356.973,,,,user1,s4
press,h,,1750045357.058,0.157,0.0,0.3838,user1,s4
release,h,0.074,1750045357.132,,,,user1,s4
press,e,,1750045357.311,0.252,0.0,0.3838,user1,s4
release,e,0.028,1750045357.339,,,,user1,s4
press,d,,1750045357.448,0.137,0.0,0.3838,user1,s4
release,d,0.068,1750045357.516,,,,user1,s4
press,Key.space,,1750045357.572,0.124,0.0,0.3838,user1,s4
release,Key.space,0.061,1750045357.633,,,,user1,s4
press,i,,1750045357.769,0.197,0.0,0.3838,user1,s4
release,i,0.064,1750045357.833,,,,user1,s4
press,n,,1750045357.933,0.164,0.0,0.3838,user1,s4
release,n,0.058,1750045357.991,,,,user1,s4
press,Key.space,,1750045358.119,0.186,0.0,0.3838,user1,s4
release,Key.space,0.055,1750045358.174,,,,user1,s4
press,i,,1750045358.39,0.272,0.0,0.3838,user1,s4
release,i,0.036,1750045358.427,,,,user1,s4
press,n,,1750045358.517,0.127,0.0,0.3838,user1,s4
release,n,0.068,1750045358.585,,,,user1,s4
press,d,,1750045358.931,0.414,0.0,0.3838,user1,s4
release,d,0.032,1750045358.962,,,,user1,s4
press,i,,1750045359.009,0.078,0.0,0.3838,user1,s4
release,i,0.07,1750045359.079,,,,user1,s4
press,a,,1750045359.15,0.141,0.0,0.3838,user1,s4
release,a,0.058,1750045359.208,,,,user1,s4
press,Key.space,,1750045359.245,0.095,0.0,0.3838,user1,s4
release,Key.space,0.055,1750045359.3,,,,user1,s4
press,Key.esc,,1750045362.425,3.18,0.0,0.3838,user1,s4
release,Key.esc,0.136,1750045362.56,,,,user1,s4
